Archivo,Texto
11487,chirac reagan discuss arm control trade french prime minist jacqu chirac open talk presid ronald reagan expect focu superpow arm control move trade issu french offici major aim chirac visit present franc concern unit state ignor european secur interest accord moscow remov nuclear missil contin reagan expect assur chirac agre deal geneva superpow talk give russian superior system diplomat franc express doubt remov missil europ long soviet union maintain edg weaponri rocket convent forc chemic weapon speak night chirac set french posit agreement intermedi nuclear forc mention equal achiev missil reagan chirac sign agreement end disput lead research institut patent right blood screen test deadli diseas aid joint statement chirac reagan pasteur institut pari nation cancer institut bethesda maryland agre give part royalti test foundat dedic wordwid fight aid acquir immun defici syndrom agreement open era cooper allow franc unit state join effort control terribl diseas hope speed develop aid vaccin cure reagan sign ceremoni parti share patent give cent royalti receiv foundat foundat rais privat fund donat cent money combat aid develop countri leader stress long tie franc unit state welcom ceremoni white hous east room reagan describ franc america oldest alli war peac remain motiv ideal freedom face danger confront terror war hunger poverti diseas drug chirac repli countri agre issu trade chirac worri rise protection congress senior offici yesterday dismiss french idea sell grain poor countri africa lessen surplu stock chirac expect canvass support idea propos french agricultur minist francoi guillaum visit washington offici idea grain opec refer organ petroleum export countri reagan administr desir lessen govern intervent trade
11488,gencorp altern hostil tender announc week gencorp altern hostil tender announc week
11490,canada airlin profit higher canada airlin industri shaken recent merger creat power competitor air canada begun drive profit year industri analyst compani compet air canada thoma bradley richardson greenshield canada market airlin aros takeov canadian pacif air line small pacif western airlin corp launch week canadian airlin intern canadian airlin pct domest market air pct wardair intern pct analyst pacif western aggress chairman rhi eyton develop true potenti cp air flounder decad insid bureaucraci conglomer canadian pacif cp air manag style air canada form year ago airlin held account owner long ago month ago airlin total fiscal irrespons concern bottom line bradley cp air run eyton consciou profit sharehold return air canada verg cp air fight market share profit perenni analyst wilfr hahn bach secur recent report prior takeov decemb accumul debt mln canadian dlr loss total mln canadian dlr air canada wide expect privat year public share offer lost mln canadian dlr revenu billion dlr debt billion dlr minor interest sold public prospect privat time increas competit forc air canada pay attent financ analyst recent disclos expect report profit excess mln mln dlr profit recoveri due manag skill fact canadian airlin good year analyst tourist canada record number year attract weak canadian dollar expo vancouv mln visitor year analyst pct air traffic growth expect profit care spend peter friend walywn stodgel cochran murray institut buyer eager add air canada portfolio invest warn competit make profit growth airlin lose air canada time fix system friend analyst recommend investor buy hold airlin share year analyst air canada concern ahead public stock offer unload unprofit air rout set polit storm face expens updat age fleet aircraft wardair prefer strong medicin embark purchas dozen aircraft europ airbu industri canadian airlin aircraft week order commut plane british aerospac buy aircraft airbu boe analyst canadian airlin newer fleet make fewer replac afford hurt profit steven garmais wood gundi expect canadian airlin profit doubl year mln canadian dlr pacif western
11491,distil gasolin inventori lower tonight american petroleum institut weekli inventori report expect show moder drawdown distil gasolin stock week end march analyst trader expect gasolin stock fall mln barrel heat oil inventori drop mln barrel analyst crude stock fall mln barrel mln barrel crude oil run expect unchang previou week slightli higher lower week end march api gasolin stock fell mln barrel most analyst expect modest draw week end march stock fall mln barrel chanc gasolin stock unchang api distil stock drop mln barrel week end march analyst trader gener predict similar smaller deplet week stock level drop mln barrel analyst attribut product stockdraw season factor crude direct harder call crude inventori rose mln barrel week end march api analyst build mln barrel mln barrel draw week end march api report amount refineri capac util pct week end march analyst util remain unchang rose fell pct week end march moder product stockdraw strengthen market slightli analyst bullish expect partial reflect today gain ad
11492,gencorp lt gy altern plan due week william reynold chairman chief execut gencorp told sharehold expect announc compani altern hostil tender week night compani urg sharehold reject tender reynold urg sharehold patient group sponsor tender offer month evalu gencorp day respond reynold disclos compani resolv legal challeng plan sale wor tv serv york citi market expect complet sale friday reynold compani expect book tax gain mln dlr sale wor tv compani plan sell station mca lt mca mln dlr reynold legal challeng drop dismiss feder commun commiss approv station sale money sale station play role help develop altern tender offer afg industri lt afg wagner brown reynold provid detail randal hubbard chairman afg joel reed chief financi offic wagner brown attend meet shift tire plant downtown hotel peopl present overnight snowstorm hubbard reed chat briefli reynold meet declin discuss propos report reynold told sharehold friend famili member tell bill pay greenmail end takeov threat greenmail describ buyout minor sharehold price holder reynold consid repugn devic sharehold elect manag slate director mario gabelli head york invest firm own larg block stock propos nomine board gabelli unsuccess attempt design stiffen backbon board discourag greenmail hubbard reed reiter previou statement open negoti gencorp ask sever contract key execut event shift control compani reynold assert develop altern result chang control ask compani plan superior propos afg wagner brown reynold comment compani valu opportun group respons question unit sale gencorp evalu altern
11494,illinoi power lt ipc month februari net shr ct ct net rev mln mln avg shr note result reflect payment prefer dividend requir
11496,reagan renew stand white hous trade war reagan renew stand white hous trade war
11497,averi lt avri see qtr year loss averi compani show profit quarter show profit speak annual sharehold meet chairman nelson peltz declin estim compani profit peltz uniroy chemic acquir year increas averi oper earn acquisit cost prevent averi post net profit time meet stockhold approv increas author number common share mln mln fiscal year end averi report loss dlr compani chang fiscal year end sept increas common share cover thing exercis triangl industri lt tri drexel burnham lambert warrant issu relat averi mln dlr acquisit uniroy chemic late year
11498,trade war fear prompt stock market downturn threaten trade war unit state japan kind shock economist send world stock market tailspin correct dip week fall share price mark start bear market billion dollar question richard economist american express intern bank london japan trade surplu billion dlr year pour share bond market world fund good chunk huge budget deficit sale treasuri bond bought japanes japanes investor lost money dollar fall lose unit state let fall cut trade deficit counterpart improv trade deficit lower dollar increas duti japanes electron good hit capit inflow financ budget deficit trade deficit fall japanes money invest entic investor fill gap left japanes stop buy bond interest rate soar subsequ shift share bond major fall world stock market year ago pretti confid market buoyant share price suppos reflect boom economi world economi sluggish growth industri nation massiv load world debt huge trade imbal good shape york analyst william raferti smith barney harri upham bull market ad correct normal part rise market bear strike slowli economist evelyn brodi morgan grenfel london huge sum money world financi system floor share bond price interest japanes put money denomin bond stock increas difficult put money dollar treasuri bond market david butcher senior execut yamaichi secur bond oper london japanes pay closer attent french franc west german mark longer run worri trade tension dollar slide secur market
11499,big bear lt bgbr qtr feb net shr ct ct net rev mln mln mth shr ct ct net rev mln mln
11500,northview corp lt novc year net shr ct ct net rev mln mln
11501,pennzoil see lower qtr net unusu item year ago loss ct pennzoil see lower qtr net unusu item year ago loss ct
11503,sceptr resourc lt srl year net shr ct ct net rev mln mln note shr prefer div
11504,talk corp lt bor corp vigor resist gaf corp takeov offer midwest conglomer fall prey offer gaf manag analyst analyst attempt escap gaf restructur specul push stock heavi trade analyst predict feisti gaf chairman samuel heyman stage tough campaign gain control add profit plastic chemic busi gaf deal raider irwin jacob question acquiesc gaf instinct remain independ dudley heer duff phelp sieg takeov specul year week jacob invest vehicl minstar investor group sold mln share day gaf corp rais stake mln share pct outstand jacob interest buy compani step transact polici stonewal month dullest corpor battl analyst battl heat rang breakup valu wall street span current market price dlr share analyst price low arbitrag specul gaf give easili billion dlr offer buy balanc analyst gaf predict heyman end enrich chemic build materi compani heyman year ago attempt unsuccess takeov union carbid corp gaf benefit compani restructur borg warner ca quibbl legitim offer short borg warner kind rock hard place accept dlr propos work deal sweeten person compani worth dlr share persh analyst richard henderson henderson specul compani attempt restructur carri goodyear tire rubber year court sir jame goldsmith compani bought back financi stock carri wider share repurchas arbitrag heyman seek greenmail repurchas stock compani premium analyst note heyman problem financ transact previous junk bond expert drexel burnham lambert gaf financ takeov bank financ gaf make tender offer merger agreement approv board condit board recommend tender offer merger heyman letter expect merger provid job secur employe compani busi overlap analyst heyman sell asset repay debt transact gaf stock rose today gaf take level propos enhanc gaf share valu substanti oppenheim analyst charl rose dlr share heyman averag cost compani stock dlr share base current hold rose plastic chemic busi make asset attract heyman analyst account borg earn plastic telephon equip offic equip applianc borg half market lead technic player lead innov rose competitor dow chemic lt dow monsanto corp lt mtc automot part busi protect system busi includ well fargo secur guard inform servic busi sell financi servic busi earn mln dlr dlr share revenu billion dlr smaller gaf earn oper basi mln dlr dlr share sale mln dlr gaf net earn includ tax gain mln particip union carbid exchang offer special union carbid dividend sale union carbid share
11505,manhattan nat lt mlc holder vote stock sale manhattan nation corp sharehold overwhelmingli approv propros lt union central life insur control compani acquir mln share newli issu manhattan nation common stock mln dlr compani transact union central mutual insur compani total share manhattan nation stock pct total outstand manhattan nation mln dlr invest fund repay debt mln dlr earmark remaind compani insur unit busi purpos charl hinkley presid chief execut offic union central expect name chairman presid chief execut manhattan nation compani
11506,pennzoil lt pzl see lower qtr pennzoil chairman hugh liedtk told meet analyst compani expect quarter net consider unusu item loss ct share report year ago liedtk larg unusu item close book quarter final number
11507,summari cotton plant began california expect proceed rapidli week end march joint agricultur weather facil agricultur commerc depart summari weather crop bulletin agenc wind low soil temperatur retard growth hamper seed arizona plant move mohav pinal counti cotton plant progress lower valley coastal bend upper coast texa bad weather continu hamper cotton seedb prepar oklahoma
11508,quantum ventur up comput network lt cmnt stake comput network technolog corp cnt lt quantum ventur partner lp privat invest limit partnership acquir addit share cnt common stock rais stake cnt pct pct outstand share cnt quantum bought share exercis mln dlr warrant bring total invest cnt mln dlr cnt lt sand technolog system canada bought channelink network unit data process servic major health care facil canada
1151,japan buy tonn canadian rapese japan bought tonn canadian rapese overnight undisclos price april shipment trade sourc
11510,elcor lt elk up qtli div set stock split elcor corp rais quarterli common stock dividend ct share ct declar common stock split compani increas dividend paid sharehold record april stock split elcor paid form pct stock dividend sharehold record
11514,quest lt qbio sign pact alza lt aza quest biotechnolog quest blood substitut subsidiari execut agreement alza corp lt aza make alza prefer sharehold subsidiari quest agreement offer alza acquir pct unit equiti exchang acquisit patent right alza technolog area quest interest quest sign merger agreement lt hunt research corp affili lt ica corp quest expect complet merger week
11515,chubb lt cb complet sovereign lt sovr buyout chubb corp complet previous announc acquisit sovereign corp term acquisit sovereign sharehold receiv exchang share chubb common sovereign share held chubb transact valu dlr share base close price stock march
11519,usda amstutz sympathet wood credit agricultur undersecretari daniel amstutz total sympathet wood produc desir export elig govern credit guarante told senat appropri agricultur subcommitte includ wood product export guarante program conflict multilater trade oblig wood product elig govern export credit guarante consid manufactur product amstutz usda devot enorm amount time make wood product elig guarante congress measur
1152,royal see higher loan loss lt royal bank canada estim loan loss billion dlr mln dlr increas year royal bank set provis continu problem north american energi industri uncertain outlook energi price continu add gener provis loan troubl borrow countri bank loan loss provis quarter end januari rose mln dlr mln dlr quarter bank loan net provis loan loss total billion dlr januari billion dlr year ago report lower quarter earn chairman allan taylor problem credit qualiti loan energi sector continu substanti advers effect bank earn taylor profit bank intern oper remain weak reflect difficulti privat public sector borrow unsatisfactori result capit market activ taylor prematur specul outcom debt resturctur negoti brazil potenti impact royal bank bank earlier report quarter profit fell mln dlr mln dlr year ago
11522,inver buy asset parent silverton lt inver petroleum acquir oil ga asset control sharehold lt silverton resourc mln dlr effect march inver issu class convert retract redeem prefer share exchang asset includ silverton oil ga properti undevelop acreag share australian subsidiari explor pti prefer share immedi retract cash compani transact result discharg silverton bank debt mln dlr mln dlr loan inver silverton inver result acquisit inver bank debt mln dlr
11523,trust lt byu extend expir lt americu shareown servic corp americu trust continu accept tender lt bmi share decemb extend origin expir date april month common stock price exce trust termin price dlr americu shareown servic trust temporarili close price underli stock fall termin price
11526,quest biotechnolog lt qbio unit merger pact quest biotechnolog subsidiari quest blood substitut sign agreement plan merger hunt research corp affili ica corp quest blood expect complet merger week term disclos relat transact quest blood execut agreement alza corp make alza prefer sharehold quest blood offer alza acquir total equiti posit pct quest blood exchang acquisit patent right alza technolog
11527,lincoln foodservic lt linn complet purchas lincoln foodservic product complet purchas asset redco product line food slicer cutter wedger food prep divis lt alco foodservic equip term disclos
11528,financi corp lt year shr ct ct net mln mln rev mln mln note share data reflect elimin share own pct own subsidiari reflect revers stock split effect march
11529,energi ventur cinc lt engi qtr net net profit loss rev year net profit loss rev mln
1153,pantera lt pant pizza lt pza agre merg pantera corp agre principl acquir pizza inn cash stock transact term propos transact pizza inn share exchang dlr cash lesser share pantera common stock dlr market pantera stock dlr cash unit consist share pantera stock receiv share pantera stock condit complet transact subject arrang financ negoti definit agreement regulatori approv pantera pizza inn largest sharehold spillman previous grant pantera option buy mln share pizza inn common stock own pantera retain drexel burnham lambert act financi advisor connect merger pizza inn retain dean witter reynold act financi advisor pantera yesterday pantera stock close dlr nasdaq pizza inn stock quot dlr amex halt trade pend announc propos merger dalla headquart pizza inn complet transact subject condit includ price pantera stock averag dlr trade day merger agreement pizza inn permit complet leverag buyout agreement pizza inn acquir corp approv sharehold subject otain financ
11536,china crop weather summari moder heavi rain continu earli rice area eastern guangxi guanghdong eastern hunan jiangxi fujian zhejiang week end march joint agricultur weather facil agricultur commerc depart intern weather crop summari agenc moistur lessen irrig moistur earli rice plant adequ abund area inund rain guangdong southern jiangxi wash rice field requir replant light shower southern sichuan increas topsoil moistur corn plant slow start due earlier dryness north china plain dri weather cover winter wheat veget stage rain need meet increas crop moistur requir weekli temperatur north china plain normal agenc note
11539,wilson brother complet sale wilson brother complet sale asset enro shirt foxcroft shirt subsidiari enro acquisit corp mln dlr half cash half subordin promissori note enro acquisit newli form corpor own ramar intercapit corp wilson chief oper offic jerom kaplan manag enro acquisit assum liabil includ mln dlr term loan complet sale recent sale substanti asset compani pct own affili gmw industri expect result net gain mln dlr quarter year ago quarter wilson report net incom dlr includ dlr credit sale mln dlr
1154,swiss money market paper yield pct swiss feder govern seri money market certif rais mln swiss franc issu price pct give averag annual yield pct nation bank payment date march seri paper issu januari rais mln franc pct give averag yield pct
11540,elsinor corp lt elx year loss shr loss dlr loss dlr net loss loss rev mln mln note current year figur includ mln dlr provis anticip loss note receiv mln dlr writedown asset carri mln dlr provis futur oper loss elsinor shore associ prior year figur includ mln dlr provis futur loss elsinor shore associ
11541,ec minist see oil tax negoti outcom negoti propos european commiss ecu tonn tax import oilse marin oil remain difficult predict belgian agricultur minist paul de keersmaek told news confer de keersmaek chair meet ec farm minist end today ask report countri tax ensur defeat negoti ec farm price packag true countri strongli oppos basic favour room negoti make predict stage de keersmaek yesterday british minist michael jopl britain west germani portug netherland denmark oppos measur countri vote power block diplomat sourc today meet spanish deleg express strong reserv idea
11543,gruntal financi lt gru qtr feb net shr primari ct ct shr dilut ct ct net rev mln mln avg shr primari mln mln avg shr dilut mln mln mth shr primari ct ct shr dilut ct ct net rev mln mln avg shr primari mln mln avg shr dilut mln mln
11544,ec minist extend beef milk market year european commun agricultur minist agre extend milk beef market year end belgian minist paul de keersmaek told news confer reason extens ec farm product market year end spring month imposs minist formal agre farm price arrang european parliament due deliv opinion price propos ec commiss
11545,white hous discount threat trade war presid reagan reaffirm opposit protection chief spokesman trade sanction impos japan start trade war road reagan quot tell prime minist jacqu chirac visit french offici express concern rise tide protectionist sentiment unit state white hous spokesman marlin fitzwat defend sanction japan administr offici result trade war time unit state action type signific alarm presidenti spokesman ad protection trade war fitzwat presid forc act japanes microchip case tokyo fail fulfil agreement make correct note enorm pressur congress land unit state tough stand case felt simpli act fitzwat decis impos sanction consid administr lightli white hous offici held open possibl washington tokyo settl trade disput settlement time head sanction open negot settlement occur time prevent sanction effect question point spokesman sanction effect
11546,white hous welcom rise indic white hous welcom month pct increas index lead econom indic govern key baromet futur econom growth increas revers declin januari pct presidenti spokesman marlin fitzwat figur signal econom growth come month show index back track downturn year
11549,centuri lt cent year net oper shr ct ct oper net rev mln mln note year exclud loss discontinu oper dlr dlr
11550,standex intern lt sxi buy british firm standex intern corp acquir lt alan duffi engin blackburn lancashir england undisclos amount cash compani oper part standex perkin divis compani
11551,treasuri baker pursu asian revalu treasuri secretari jame baker told hous appropri committe unit state press newli industri south asian nation tie currenc dollar currenc strengthen currenc strengthen currenc disappoint result intend continu discuss
11553,sterl drug lt sti sell asset subsidiari sterl drug sold asset subsidiari green dental product rinn corp elgin ill cash purchas price disclos green produc sell dental tab mount product record system
11554,baldrig ahead japanes sanction baldrig ahead japanes sanction
11555,baldrig impos japanes sanction commerc secretari malcolm baldrig unit state ahead plan mln dlr sanction japanes semiconductor export japanes talk avert trade curb speech group unit state japan work disput unfair japanes trade practic semiconductor trade sanction work sanction impos april trade war japan japan export unit state risk war fear unfound told report sharp drop secur market due fear trade war fear inflat feder reserv act fact market reaction due drop dollar trade issu effect baldrig observ attribut drop market trade sanction bark wrong tree market observ realiz shortli baldrig remark suggest market exchang rate dollar
11558,senior offici visit japan trade row grow undersecretari state michael armacost visit tokyo week meet offici includ discuss grow trade row japanes semiconductor electron product offici visit japan presid reagan announc week plan impos tariff worth mln dl japanes electron good april retali tokyo alleg failur live pact microchip trade sign septemb trip set april state depart
11559,union pacif lt unp close venezuelan partnership union pacif corp close previous announc partnership petroleo de venezuela sa venezuela nation oil compani barrel day refineri corpu christi texa union pacif partnership call champlin refin acquir refin distribut system own oper union pacif champlin petroleum subsidiari venezuelan compani sign feedstock agreement partnership suppli barrel day venezuelan crude oil naphtha market relat price
1156,nigeria guinea set iron ore firm liberia nigeria guinea agre set compani liberia carri iron ore project offici communiqu communiqu issu day talk guinean natur resourc minist ousman sylla nigerian minist mine power bunu sheriff musa origin guinea held pct project nigeria pct firm countri involv project ran problem fund slump world iron ore market musa liberia invit join share decid project feasibl studi complet financ sought offici studi undertaken world bank expect give financi support product origin estim mln tonn year mln initi expect begin earli agreement countri prospect uranium guinea communiqu musa sylla agre poor market condit extend cover explor gold diamond cobalt nickel silver
11563,captiv ventur capit merg lt complet merger lt captiv ventur capit sharehold beom major sharehold merg compani board name board merg compani merg compani expect list nasdaq system captiv ventur issu restrict prefer share convert mln common share captiv common share outstand merger
11564,nodaway valley lt nvco qtr jan net shr ct ct net rev mln year shr ct ct net rev mln mln
11565,lt lightn miner year loss shr loss ct loss ct net loss loss rev mln
11566,bobbi brook lt bbk year net oper shr profit ct loss dlr oper net profit loss rev mln mln avg shr note current year exclud gain mln dlr benefit tax loss carryforward includ pretax gain mln dlr sale export quota right includ charg mln dlr discontinu oper mth end dec year compani chang calendar year previou fiscal year end april
11567,cellular commun lt comm mth dec end shr loss dlr loss ct net loss mln loss rev mln notel compani chang fiscal year decemb end prior year net includ gain dlr sale minor interest connecticut partnership
11568,wilson brother qtr shr loss ct loss ct net loss mln loss mln rev mln mln year shr profit ct loss ct net profit loss mln rev mln mln year qtr net includ loss dlr dlr discontinu oper net includ mln dlr credit year qtr includ gain mln dlr loss discontinu oper
11569,poloron product year oper net oper shr ct ct oper net rev mln mln note exclud loss mln dlr gain dlr ct discontinu oper exclud extraordinari gain equal end dec end nov compani chang fiscal year end dec
1157,distribut logic corp lt dlog qtr loss qtr end jan shr loss ct profit ct net loss profit rev
11570,genex corp lt gnex year loss shr loss ct loss dlr net loss mln loss mln rev mln note current year includ writedown mln dlr
11571,bic corp lt bic set quarterli qtli div ct ct prior pay april record april
11572,culp lt culp set quarterli qtli div ct ct prior pay record april
11574,broader eep sought republican lawmak republican member hous agricultur committe propos amend tomorrow pend trade bill increas fund export enhanc program eep significantli expand scope program press confer republican lawmak propos expand eep includ countri purchas addit commod reason price addit congressmen propos extend life eep year current year increas eep fund ceil billion dlr billion present agricultur committe tomorrow begin draft amend omnibu trade bill hous respond republican plan agricultur secretari richard lyng trade repres clayton yeutter favor flexibl target eep program term costli republican congressmen offer amend trade bill instruct agricultur depart bonu commod eep market cost acquisit lyng usda plan chang market account acquisit order avoid hit fund ceil eep billion dlr lyng market account mln dlr eep commod date acquisit usda offici higher
11575,wall street dept store lt add ame depart store fell analyst reaction surpris announc earlier today compani earn fiscal year end januari declin sharpli ame expect report earn ct share compar dlr share previou year dlr analyst major wall street firm declin identifi ame declin result inventori shortag secaucu distribut center obviou suspicion kind fraud theft ralph shulanski senior vice presid ame hard evid put thing week compani complet investig law enforc offici involv time declin quantifi inventori shortag major reason declin earn declin gross margin percentag increas effect tax rate contribut downturn ame
11578,taro vit industri lt tarof year loss shr loss ct profit nil net loss profit sale
11579,tribun lt trb scripp lt scrp exchang paper tribun exchang cash asset sunbelt publish commun public circul napl fort myer area asset commun paper suburban tampa petersburg publish gulf coast newspap gulf coast subsidiari scripp busi scripp howard addit financi detail disclos
1158,canada industri product pct canadian industri product rose pct decemb fall pct novemb statist canada feder agenc product pct decemb compar declin pct novemb
11580,offici visit japan trade row grow undersecretari state michael armacost visit tokyo week meet offici includ talk grow trade row japanes semiconductor electron product offici visit japan presid reagan announc week plan impos tariff worth mln dlr japanes electron good april retali tokyo alleg failur live pact microchip trade sign septemb deputi state depart spokeswoman phylli oakley trip set april talk kind regularli held year time told report armacost discuss deputi foreign minist ryohei murata senior japanes offici focu foreign aid program polit secur issu mutual concern ad exchang view bilater relat expect talk directli relat trade relat insist respons question oakley acknowledg trade discuss japan billion dlr trade surplu unit state year fire congress concern loss job foreign competit record billion dlr trade deficit
11584,royex offer intern corona royex offer intern corona
11587,cargo prefer squabbl continu agricultur depart begin charg interest tomorrow mln dlr depart transport dot owe usda pay share cost ship food aid vessel usda gener sale manag melvin sim told senat appropri agricultur subcommitte depart bill dot mln dlr interest amount addit charg begin accru april usda foreign agricultur servic administr thoma kay told reuter dot owe usda mln dlr depart hammer accord fund increas share food aid requir ship flag vessel farm bill provis cargo prefer sim agenc reach memorandum understand govern dot pay share cargo prefer cost bill percentag food aid shipment carri vessel increas gradual year pct pct increas cost fund dot sim depart date contribut money
11588,corp lt bfo qtr loss shr loss ct profit ct net loss profit rev year shr loss dlr profit ct net loss profit rev mln note year net includ dlr writedown oil properti reserv
1159,lifetim lt lft buy share nippon lace lifetim corp agre buy mln share pct lt nippon lace dlr share mln dlr plan enter health care busi japan addit lt koba electron affili lifetim buy mln unissu share pct stake nippon mln dlr dlr share compani ohta shoji chief execut offic lt toho mutual life insur own major koba electron share toho mutual life largest sharehold nippon lace compani lifetim lt privat bank trust zurich behalf lifetim director sharehold terenc ramsden intend subscrib mln share nippon lace price paid lifetim
11597,gould lt gld divis financ gould system protect divis select merril lynch interfund provid financ purchas divis parent compani term disclos agreement announc februari gould expect transact complet end april agreement assur retent job northeast philadelphia plant jeapardi gould accept tent offer westinghous termin
11598,welbilt lt welb complet acquisit welbilt corp complet previous announc acquisit asset manufactur food machineri engin manufactur autom bakeri product equip headquart toronto
11599,schwab complet purchas schwab charl schwab announc complet purchas bankamerica charl schwab hold compani charl schwab corp leverag buyout financ syndic bank led secur pacif nation bank unit secur pacif corp lt spc announc charl schwab nation largest discount brokerag firm schwab announc bankamerica receiv mln dlr cash mln pct senior subordin debentur mln dlr pct junior subordin debentur receiv pct appreci common equiti compani maximum period year secur pacif acquir stock appreci equal pct compani fulli dilut common stock schwab exchang warrant transfer secur pacif schwab bankamerica origin acquir schwab mln dlr worth bankamerica common stock sale profit discount brokerag firm back charl schwab aim rais capit bank analyst mean head hostil takeov attempt interst bancorp lt
1160,intermed lt itm qtr net oper shr ct ct oper net rev mln mln avg shr mln mln note prior qtr exclud loss ct share discontinu oper sale subsidiari intermed intraocular electron intermed infusaid exclud qtr oper loss carryforward qtr prior
11602,royex make bid intern corona lt royex gold mine corp make offer lt intern corona resourc dlr share dlr warrant offer cover mln corona common share outstand dlr corona share purchas warrant expir august royex royex gain mln corona common share interest corona increas pct pct mln share tender pay pro rata basi royex purchas price corona share consist royex convert retract coupon seri prefer share dlr nomin royex convert pct seri prefer share dlr nomin dlr royex share purchas warrant dlr cash price corona warrant consist convert retract coupon seri prefer share dlr nomin royex share purchas warrant royex seri prefer share convert royex common share initi basi common share prefer share convert
11607,corn soybean acreag estim corn acr bean usda corn soybean acreag estim corn acr bean usda
11608,winter wheat plant acr durum spring winter wheat plant acr durum spring
11609,cotton sorghum acr estim cotton sorghum usda cotton sorghum acr estim cotton sorghum usda
11610,usda put march wheat stock bu usda put march wheat stock bu
11611,sugarbeet acreag estim usda acr sugarbeet acreag estim usda acr
11612,usda put march corn stock bu soybean usda put march corn stock bu soybean
11614,overland express lt year loss shr loss dlr loss dlr net loss mln loss rev mln mln
11617,robin lt qrah file monthli report robin file consolid net earn report februari amount dlr compar compar month year prior consolid net earn month end feb amount mln dlr compar mln dlr compar period year earlier robbin chapter file report truste overse case
11619,butler lt btlr purchas naturalit butler manufactur sign letter intent purchas lt naturalit design skylight term disclos naturalit sale mln dlr transact expect complet subject board approv
11621,mechtron intern corp lt mcht year net shr ct ct net rev mln mln avg shr
11622,devon resourc investor lt din year end dec shr loss ct profit ct net loss profit rev mln
11623,lt sk complet acquisit corp complet acquisit mckesson envirosystem unit mckesson corp lt mck undisclos amount industri automot part clean servic mckesson envirosystem solvent recycl plant illinoi kentucki puerto rico
11625,dow lt dow amend resin price increas dow chemic thermoplast resin depart amend recent price increas magnum ab resin announc march effect date april dow effect april sell price grade magnum ab resin inject mold custom sheet automot market rise ct pound ct pound announc previous dow sell price perform grade resin market increas ct pound ct announc compani magnum ab resin pipe extens increas ct pound effect april previous report dow alter increas reflect industri past month
11627,echo bay nevada gold discoveri echo bay mine discov gold deposit cove area mccoy gold mine nevada echo bay encount gold drill hole cove hole averag ounc gold short ton ounc silver intersect averag feet thick beneath feet overburden discoveri mccoy properti mile northeast mccoy open pit heap leach gold mine expect produc ounc gold year echo bay
11628,bowl america lt bwla up payout qtli div ct ct prior pay record april
11629,concord fabric lt ci qtr net shr ct ct net rev mln mln mth shr ct ct net rev mln mln
11630,american pacesett lt aec qtr net oper shr profit ct loss ct oper net profit loss rev mln mln avg shr year oper shr profit dlr profit ct oper net profit profit rev mln mln avg shr note current qtr figur exclud gain discontinu oper dlr ct share loss dlr ct share current year figur exclud gain discontinu oper dlr ct share loss dlr ct share
11632,devon lt din report increas reserv devon resourc investor januari estim proven reserv increas net equival barrel billion cubic feet natur ga barrel oil compar bcf ga barrel oil jan devon estim futur net revenu attribut reserv mln dlr present discount pct mln dlr expect suffici cash flow cover annual payout ct unit expand drill budget
11633,store corp lt eldr qtr feb end oper shr ct dlr oper net sale mln mln year oper shr dlr dlr oper net sale mln mln note prior year net period exclud gain dlr revers overfund pension plan correct current year oper net
11634,
11635,getti petroleum lt gti year net shr dlr dlr qtli div ct ct prior net mln mln rev mln billion avg shr mln mln note cash dividend payabl april holder record april shr figur adjust pct stock dividend declar march
11636,getti petroleum lt gti set stock dividend getti petroleum corp board declar pct stock dividend payabl april sharehold record april compani declar regular cash dividend ct share report net incom rose mln dlr mln dlr
11637,central financi lt fcc see higher earn central financi corp expect earn rise significantli activ seek acquisit properti casualti insur compani chairman chief execut offic martin simon told reuter interview expect earn ct share compar ct year ago compani suffici momentum achiev earn success complet licens applic oper pennsylvania delawar connecticut ohio fuel earn compani licenc oper york state simon estim compani earn ct share quarter compar ct quarter year ago ct share quarter compar ct earn expect compani earn ct share final quarter addit simon central financi activ acquisit broker small life insur compani acquir acquisit mln dlr rang part strategi expand compani wide spectrum insur servic specif compani target make acquisit central financi easi takeov target remain independ implement stagger board director system addit simon compani biggest sharehold hold mln ouitstand share
11638,echo bay lt eco nevada gold discoveri echo bay mine discov gold deposit cove area mccoy gold mine nevada echo bay encount gold drill hole cove hole averag ounc gold short ton ounc silver intersect averag feet thick beneath feet overburden discoveri mccoy properti mile northeast mccoy open pit heap leach gold mine expect produc ounc gold year echo bay
11639,imperi oil lt talk supplier imperi oil exxon corp lt xon negoti major crude oil supplier effect trial deregul crude oil product schedul implement june compani spokesman point view question enter negoti discuss make contract reflect place june spokesman john cote told reuter repli queri comment publish report imperi suspend oil suppli contract cote question cancel suspend agreement point june alberta energi resourc conserv board lift crude oil market prorat system regul light medium crude product trial basi end system produc refin allow negoti volum oil deliv purchas contract crude surplu total amount oil produc amount purchas refin talk number major supplier discuss upcom chang final imperi manag western crude suppli gari strong alberta trial system imperi match reason suppli crude compani forecast demand refineri strong relat total strong figur amount crude product imperi purchas supplier immedi
1164,benefici corp sell insur unit remov compani insur busi benefici corp sell insur unit remov compani insur busi
